Title,Date,URL,Article
Chinese scientists develop new biodiesel fuel production technology,2024-01-04,http://en.people.cn/n3/2024/0104/c90000-20118114.html,"Home>>
		
Chinese scientists develop new biodiesel fuel production technology
 (Xinhua) 09:23, January 04, 2024
NANJING, Jan. 3 (Xinhua) -- Chinese scientists have developed new technology allowing the manufacture of biodiesel fuel with higher biomass content, which could reach over 40 percent compared with the global average content of less than 10 percent.
Shen Jian, a professor at Nanjing Normal University's School of Chemistry and Materials Science, and his team improved the manufacturing process, using biofats (triglycerides) and crude oil refinery components to produce automotive biodiesel fuel without transesterification.
The higher the biomass content of biodiesel, the more outstanding its energy saving and carbon reduction effects are, the team said.
Partially replacing oil with biofats, the technology is conducive to China's efforts to promote more environmentally friendly biodiesel fuel and upgrade its emission standards, while also contributing to global carbon peaking and carbon neutrality, said Shen.
The results produced by a local quality supervision and inspection agency showed that this biodiesel fuel meets national standards for automotive biodiesel fuel, and has particularly good oxidative stability, corrosion resistance, lubricity and environmental protection features.
The research team, in cooperation with other companies, has set up an industrial production unit with an annual production capacity of two million tonnes of this biodiesel fuel, with the aim of speeding up the practical application of its technical achievements.
(Web editor: Zhang Kaiwei, Liang Jun)"
Chinese scientists reveal mechanisms regulating plant diversity on tropical islands,2024-01-03,http://en.people.cn/n3/2024/0103/c90000-20117643.html,"Home>>
		
Chinese scientists reveal mechanisms regulating plant diversity on tropical islands
 (Xinhua) 09:12, January 03, 2024
BEIJING, Jan. 2 (Xinhua) -- Chinese researchers have recently revealed different mechanisms regulating plant diversity in tropical archipelagoes, according to the Chinese Academy of Sciences' South China Botanical Garden.
Despite significant research in the field of island biogeography, our understanding of biodiversity and biological resources on most of China's marine islands remains limited due to the high costs and difficulties associated with island studies.
Researchers at the botanical garden selected two archipelagoes, including 16 tropical coral islands and 21 tropical continental islands, and analyzed the plant species diversity data and soil elements of 589 quadrats.
They found that the distribution pattern of plant species diversity in the two archipelagoes is in accordance with the classic biogeography species-area relationship theory, which dictates that the larger the island area, the higher the species diversity. But they also discovered that there are different mechanisms maintaining plant diversity in the two archipelagoes.
For the coral islands, they found that soil nutrients and spatial distance among communities play major roles in shaping plant community structure and species diversity. In contrast, they found that the direct effect of island area determines plant species richness on the continental islands, followed by the effect of soil nutrients.
The study has been published in the Plant Diversity journal.
(Web editor: Zhang Kaiwei, Liang Jun)"
China's FAST telescope detects scintillation arc in fast radio burst,2024-01-02,http://en.people.cn/n3/2024/0102/c90000-20117450.html,"Home>>
		
China's FAST telescope detects scintillation arc in fast radio burst
 (Xinhua) 15:28, January 02, 2024
BEIJING, Jan. 2 (Xinhua) -- Astronomers detected a scintillation arc in the spectrum of fast radio burst (FRB) for the first time using China's Five-hundred-meter Aperture Spherical Radio Telescope (FAST), the world's largest single-dish and most sensitive radio telescope.
FRBs are mysterious radio flashes lasting only a few thousandths of a second that were confirmed in 2016 to originate from the cosmos. There is still no explanation for their origins.
An international group led by the researchers from the Chinese Academy of Sciences' National Astronomical Observatories presented the interstellar scintillation analysis of fast radio burst (FRB) 20220912A during its extremely active episode in 2022.
According to a recent study published in the journal Science China Physics, Mechanics &Astronomy, the arc revealed that the scintillation might be caused by the ionized interstellar medium, or the material that fills the space between stars.
The discovery opens up a new approach of examining at the medium of fast radio bursts and their possible orbital motion.
The researchers also reported their method for detecting the scintillation arc, which may be applied generally to sources with irregularly spaced bursts or pulses, according to the study.
James Cordes from Cornell University said that the method used in this study can help find the FRB's host galaxy and the interstellar medium in the Milky Way.
FAST started formal operation in January 2020, located in a naturally deep and round karst depression in southwest China's Guizhou Province. It is believed to be the world's most sensitive radio telescope.
(Web editor: Zhang Kaiwei, Liang Jun)"
Study reveals marsh wetlands' response to climate change in Qinghai-Tibetan Plateau,2024-01-02,http://en.people.cn/n3/2024/0102/c90000-20117294.html,"Home>>
		
Study reveals marsh wetlands' response to climate change in Qinghai-Tibetan Plateau
 (Xinhua) 10:50, January 02, 2024
BEIJING, Jan. 2 (Xinhua) -- On the Qinghai-Tibetan Plateau, Chinese scientists recently discovered the phenological dynamics of wetland vegetation in response to climate change.
The study, led by researchers from Northeast Institute of Geography and Agroecology of Chinese Academy of Sciences, was recently published on the journal Global Change Biology.
According to the study, the Qinghai-Tibetan Plateau, which holds 20 percent of China's wetlands, plays a critical role to the regional carbon cycle. Understanding the influence of climate change on marsh vegetation requires an examination of the phenological dynamics.
In this study, the researchers used satellite-derived data and observational climate data to investigate the impact of climate change on the end of the growing season (EOS) of marsh wetland vegetation across the Qinghai-Tibetan Plateau from 2001 to 2020.
Over a 20-year period, they discovered that the regionally averaged EOS of marsh vegetation was significantly delayed by 4.1 days every decade.
Researchers found that increasing preseason temperatures were the primary cause of the delay in the EOS of marsh vegetation, while preseason cumulative precipitation had little effect.
They also discovered that the reactions of EOS to climate change differed spatially across the plateau, showing that hydrological conditions play a regulating role in marsh phenology.
""Our findings underscore the need to incorporate hydrological factors into terrestrial ecosystem models, particularly in cold and dry regions, for accurate predictions of marsh vegetation phenological responses to climate change,"" said the study.
The study also noted that knowledgeable conservation and management strategies are critical in the face of current and future climate challenges.
(Web editor: Zhang Kaiwei, Liang Jun)"
Chinese scientists develop high-performance hydrogen fuel cells,2024-01-02,http://en.people.cn/n3/2024/0102/c90000-20117236.html,"Home>>
		
Chinese scientists develop high-performance hydrogen fuel cells
 (Xinhua) 09:55, January 02, 2024

This file photo taken on June 18, 2019 shows members of a research team doing experiment at Tianjin University's School of Mechanical Engineering. Chinese scientists have developed a proton exchange membrane fuel cell with ultra-high volumetric power density, more than 80 percent higher than the performance of mainstream counterparts. (Xinhua)
TIANJIN, Jan. 1 (Xinhua) -- Chinese scientists have developed a proton exchange membrane fuel cell with ultra-high volumetric power density, more than 80 percent higher than the performance of mainstream counterparts.
Jiao Kui, a professor at Tianjin University's School of Mechanical Engineering, and his team redesigned the proton exchange membrane fuel cell's architecture, incorporating new components and optimizing the gas-water-electric-heat transfer routes.
The team created an ultra-thin and ultra-high power density fuel cell. They eliminated traditional gas diffusion layers and flow channels by using ultra-thin carbon nanofiber film produced by electrospinning technology and metal foam.
This progress has contributed to a 90 percent reduction in the thickness of the membrane electrode assembly and a 80 percent reduction in mass transfer losses caused by reactant diffusion, nearly doubling the volumetric power density of the fuel cell.
The research team estimates that the peak volumetric power density of the fuel cell stack using the new structure will reach 9.8 kilowatts per liter.
Hydrogen fuel cells are regarded as one of the most promising technologies in the application of hydrogen energy. Increasing their volumetric power density, however, remains a significant technical challenge.
This breakthrough not only provides pivotal guidance for advancing proton exchange membrane fuel cell technology, but it also indicates a promising leap forward in the field of clean energy.
On Thursday, the findings were published in the international authoritative energy research journal Joule.
(Web editor: Zhang Kaiwei, Liang Jun)"
Application of large models gains steam across industries in China,2024-01-01,http://en.people.cn/n3/2024/0101/c90000-20117065.html,"Home>>
		
Application of large models gains steam across industries in China
By Pan Xutao, Chen Sida (People's Daily) 14:05, January 01, 2024
A China-developed large climate model using artificial intelligence (AI) technology recently drew wide attention during the 28th session of the Conference of the Parties to the United Nations Framework Convention on Climate Change (COP28) in Dubai, United Arab Emirates.
""FuXi-Subseasonal,"" the large AI model which features a long time range and a high accuracy for weather forecasts, is a mirror of China's burgeoning large models.
Domestic large models are on a fast track of development as various industries of the country ramp up efforts to unlock the potential of large models.
China ranks second globally in terms of the number of domestically developed large models, and a good number of pre-training large models with considerable influence in the industry have emerged in the country, according to the latest report by the Institute of Scientific and Technical Information of China, which is affiliated with the Ministry of Technology.
""The development of AI, with large models as a typical example, has shown such characteristics as rapid technological innovation, extensive application, and fierce international competition, profoundly changing the production modes and economic forms of the manufacturing sector and demonstrating how powerful AI can be in empowering industries,"" said Tao Qing, spokesperson for China's Ministry of Industry and Information Technology (MIIT).

Visitors learn about applications of large artificial intelligence models at the 2023 Apsara Conference in Hangzhou, east China's Zhejiang province, Oct. 31, 2023. (Photo by Long Wei/People's Daily Online)
Thanks to comprehensive signal control and large traffic models, many citizens who drive in the Beijing Economic-Technological Development Area have noticed a significant decrease in the frequency of being stopped by a red light. In fact, they feel that they now often see green lights all the way.
The area, also dubbed Beijing E-Town, has joined hands with Chinese online search giant Baidu to integrate various sources of spatiotemporal data, including roadside perception data and internet data.
Based on this, they have utilized large traffic models to assess the possibility of traffic congestion and conducted simulation deductions to generate plans for comprehensive signal control and automatically optimize signal timing, transforming the traditional situation of vehicles waiting for lights into the current scene of traffic lights changing for the convenience of vehicles.
It's estimated that the implementation of comprehensive signal control across the area has reduced the average time it takes a vehicle to pass through a traffic light intersection by 28 percent.
Vertical domains, from transportation to culture and tourism, and from education to healthcare, witnessed intensive launches of various types of large models recently.
Compared to general-purpose large models, large models of vertical domains feature stronger expertise and can better solve domain-specific problems and provide more targeted services.
Ctrip, China's leading online travel agency, rolled out a large model named Ctrip Wendao for the tourism industry. The model supports natural language interaction, and is able to assist users with hotel and tourist attraction reservations, trip planning and other travel decisions.
China's leading AI and intelligent speech company iFLYTEK launched an app for medical services.
IFLYHEALTH, the new app based on the company's medical large model Spark Desk, has features including self-assessment of health, medical examination report interpretation, and health record management, thus providing health consulting services for users.
A research team from Nanjing Agricultural University in Nanjing, east China's Jiangsu province, released a large language model (LLM) for ancient books.
Being able to perform lexical analysis, information extraction, intelligent poetry generation and other functions, the LLM is expected to be applied and promoted in the collation of ancient books, digital entertainment and other fields.
Data shows that over 250 companies and academic institutions in China had developed large models with over 1 billion parameters each as of October 2023, with vertical industry application becoming key track for large model utilization.

An artificial intelligence-empowered lab for ecological and environmental monitoring in Beilun district, Ningbo city, east China's Zhejiang province, is able to conduct 24-hour uninterrupted monitoring and data analysis of environmental conditions. (Photo by Jiang Xiaodong/People's Daily Online)
As the world's second-largest economy, China enjoys the advantages of a super-large market and rich digital resources, which enable it to provide large models with more sophisticated and richer application scenarios and an environment for continuous training, said Liu Yuanchun, president of Shanghai University of Finance and Economics in east China's Shanghai.
Computing power is the foundation of large models, massive computing power is required during training and inference.
China is vigorously promoting its east-to-west computing resource transfer project, bringing development opportunities to intelligent computing centers in the western regions of the country.
On Nov. 30, 2023, Qinghai Kunlun Artificial Intelligence Computing Center, the first intelligent computing center in the Qinghai-Tibet Plateau, was officially inaugurated in northwest China's Qinghai province.
The computing center relies on the Sanjiangyuan national big data base located in the province for the management of computing resources and operations.
On Dec. 7, 2023, northwest China's Ningxia Hui autonomous region signed its first large-scale computing center cluster construction project.
Using domestic full-function graphics processing units (GPUs) as its foundation, the cluster is expected to provide computing power for large model training and inference, as well as 3D graphics rendering and other tasks.
China aims to achieve a total computing power of over 300 EFLOPS by 2025 and increase the proportion of AI computing power in its overall computing power to 35 percent, according to an action plan for the high-quality development of computing power infrastructure issued by six Chinese authorities, including the MIIT, in October 2023. (EFLOPS is a unit of the speed of computer systems. 1 EFLOPS is equal to 1 quintillion floating-point operations per second.)

(Web editor: Tian Yi, Liang Jun)"
World must work together to strengthen AI governance,2024-01-01,http://en.people.cn/n3/2024/0101/c90000-20117051.html,"Home>>
		
World must work together to strengthen AI governance
By Huan Yuping (People's Daily) 11:16, January 01, 2024
Many international media, in their year-end reviews or next-year forecasts, listed artificial intelligence (AI) as a keyword.
They said AI has transformed from a synonym for science fiction to a tool used by millions of people, seeping into people's daily lives and driving industries toward the future. They believe that as 2024 approaches, AI innovations that break traditional boundaries will grow in strength.
However, along with the immense application and commercial value AI has brought, there were also unpredictable risks and challenges in 2023. At this critical juncture of AI's rapid development, strengthening AI governance becomes an urgent task that the international community must tackle together.
U.S. leading reference books publisher Merriam-Webster announced that the word ""authentic"" has been chosen as its Word of the Year for 2023. This decision was made due to the significant increase in the demand for authenticity caused by the rapid advancement of AI technology.
The global community has been paying unprecedented attention to preventing AI from spreading false information, infringing on personal rights and interests, posing security risks, and widening the technological divide.
It is widely recognized that there is a risk of misuse and abuse of AI due to the lack of effective safeguards.
With the accelerating AI application around the world, it is necessary for governments and organizations to consider how to leverage this technology for the benefit of humanity and the planet, said John Hoffman, CEO of GSMA Ltd. He emphasized the need to jointly establish a trustworthy environment for AI.
Good governance is essential for the healthy development of AI. The impact of AI on human society depends on whether the international community can seek benefits and avoid harm through effective governance.
UN Secretary-General Antonio Guterres pointed out the need to approach this technology with a sense of urgency, a global lens, and a learner's mindset. Countries should engage in coordination, set boundaries, and work tirelessly to ensure that AI benefits humanity.
China has released an interim regulation on the management of generative AI services; the UN has established the High-level Advisory Body on AI; the AI Safety Summit has issued the Bletchley Declaration; the EU has reached an agreement on the Artificial Intelligence Act.
Over the past year, there has been a deepening understanding of the urgency of AI governance, and related actions have been accelerating.
However, in the face of such a disruptive technology that may profoundly impact the trajectory of human civilization, governance challenges still exist widely. It is crucial to enhance global coordination and cooperation.
As a responsible AI powerhouse, China has always attached great importance to AI governance. While gradually establishing and improving relevant laws, regulations, and institutional systems at home, China actively contributes its wisdom to strengthening global AI governance.
China has put forward the Global AI Governance Initiative, which systematically elaborates on China's approach to AI governance in terms of development, security, and governance.
The initiative adheres to the systematic thinking that puts equal emphasis on development and security, upholds a people-centered approach in developing AI, adheres to the principle of developing AI for good, and upholds the principles of mutual respect, equality, and mutual benefit in AI development.
It provides constructive solutions to the development and governance of AI that are of common concern to all parties, and serves as a blueprint for international discussions and rule-making in this field.
China has also actively engaged in communication, exchanges, and pragmatic cooperation with all parties on global AI governance. During the meeting between the Chinese and U.S. heads of state in San Francisco, both sides agreed to promote government talks on AI, injecting new impetus into strengthening global AI governance and inspiring the international community.
AI marks a new field of human development, and effective governance is essential for its healthy development and for the benefit of humanity.
Facing diverse challenges to world peace and development, countries must uphold a vision of common, comprehensive, cooperative and sustainable security. They should pay equal importance to development and security, consolidate consensus through dialogue and cooperation, and build an open, fair, and effective governance mechanism.
Only by doing so can they jointly promote the healthy, orderly, and secure development of AI, and ensure that AI always progresses in a direction that is conducive to the advancement of human civilization.
(Web editor: Tian Yi, Liang Jun)"
"China, Middle Eastern countries strive to expand business cooperation",2024-01-01,http://en.people.cn/n3/2024/0101/c90000-20117050.html,"Home>>
		
China, Middle Eastern countries strive to expand business cooperation
By Zhang Zhiwen, Ren Haoyu (People's Daily) 11:09, January 01, 2024

A business representative from the Textile Merchants Group experience Chinese textile products. (By Ren Haoyu/People's Daily)
The 15th China Trade Fair Dubai 2023 recently concluded in Dubai, the United Arab Emirates (UAE). Lasting three days, the trade fair covered an exhibition area of 70,000 square meters and was joined by nearly 2,500 Chinese foreign trade companies.
The event focused on eight major areas including building materials and home furnishings, textiles and clothing, household appliances and consumer electronics, industrial equipment and components, and power and new energy.
Business representatives from various countries gathered at the event, which reflected the continuous warming of China's economic and trade relations with Middle Eastern countries.
In recent years, Middle Eastern countries such as the UAE and Saudi Arabia have been vigorously developing renewable energy. At the trade fair, energy-saving and environmentally friendly products and technologies showcased by Chinese companies were highly welcomed.
For instance, in the power and new energy exhibition area, Chinese products such as electric vehicle charging poles, outdoor portable power sources, and solar charging devices attracted numerous buyers.
""Middle Eastern countries are actively promoting the development of the electric vehicle industry, and charging stations are essential supporting facilities,"" said Li Xiaoping, general manager of Chargeland, a new energy tech firm based in Shenzhen, south China's Guangdong province.
The company has brought AC charging stations, integrated DC charging stations, and supercharging stations to the trade fair, providing clients with personalized and customized charging stations and multilingual charging platforms that meet various demands in different scenarios.
At the booth of Guangdong O'DAS Household Technology Co., Ltd., visitors experienced the energy-saving and environmentally friendly doors and windows produced by the Chinese firm.
""They have a strong will to cooperate. We have received many inquiries every day,"" said Tu Yaxiang, who's in charge of the company's overseas business.
Lyrasom, a battery energy storage company located in Huizhou, Guangdong province, showcased lithium-ion batteries, home energy storage systems, and integrated power solutions at the exhibition.
""By participating in the trade show, we have exchanged contact information with many buyers, and some have even placed orders. We look forward to contributing to the green and low-carbon development in the region,"" said He Chunmei, head of the company.
At the home textile exhibition area, gel pillows and mattresses exhibited by Chinese companies attracted the attention of many buyers, who eagerly learned about the raw materials and performance of these products and expressed their willingness to cooperate with their Chinese counterparts.
""My factory uses a lot of Chinese equipment and raw materials,"" said a buyer from Egypt. He hoped to find more high-quality raw materials at the trade show and discover new business opportunities in the baby products industry.
He noted, ""In the Middle East, many products, from daily necessities to industrial production, come from China. China's reliable supply channels have made significant contributions to maintaining the stability of the global industrial and supply chains.""
""From smart homes to children's toys, and to textile products, Chinese companies have brought more new products and technologies that meet the demands of each market,"" said Sachu Manwani, general secretary of the Textile Merchants Group, the apex body of Dubai-based wholesale textile merchants.""
Through the exhibition, many companies have engaged in in-depth discussions and negotiations, leading to the continuous expansion of business opportunities between Middle Eastern countries and China, he added.
Bahri, a buyer from Oman, told People's Daily that China's manufacturing industry has a solid foundation, and many products have been advancing technology-wise.
When doing business with the Middle East, Chinese companies would optimize their products according to customers' needs, resulting in continuously improving market acceptance, Bahri said.
Another buyer from the UAE noted that in recent years, Chinese foreign trade companies have grown rapidly. They have not only improved the quality of their products and diversified the styles, but also strengthened their capabilities in communicating with foreign partners, the buyer added.
Pan Jianjun, chairman of Meorient , the organizer of the event, noted that after years of development, the China Trade Fair Dubai has become an effective platform for deepening economic and trade cooperation between China and Middle Eastern countries.
""China plays a crucial role in global trade,"" said Sadiq, a researcher at Saudi Arabia's Center for Research and Intercommunication Knowledge. He emphasized that China attaches great importance to technological innovation, leading to the continuous emergence of new products and technologies. This not only drives the country's own economic development but also provides assistance to the global economic recovery, the researcher added.
(Web editor: Tian Yi, Liang Jun)"
How a Chinese NEV contributes to greener mobility in Indonesia,2024-01-01,http://en.people.cn/n3/2024/0101/c90000-20116992.html,"Home>>
		
How a Chinese NEV contributes to greener mobility in Indonesia
 (Xinhua) 09:03, January 01, 2024

This undated file photo shows an assembly line of SAIC-GM-Wuling in Liuzhou, south China's Guangxi Zhuang Autonomous Region. (Xinhua)
BEIJING, Dec. 31 (Xinhua) -- Liuzhou is a well-known city for automobiles in China. It is home to renowned automotive companies like SAIC-GM Wuling. These companies, in partnership with the government, are actively working on developing new models that combine the promotion and use of new energy vehicles with industrial growth.

This aerial photo taken on May 30, 2023 shows a provincial-level new energy vehicle lab in Liuzhou, south China's Guangxi Zhuang Autonomous Region. (Xinhua/Cao Yiming)

This undated file photo shows an assembly line of SAIC-GM-Wuling in Liuzhou, south China's Guangxi Zhuang Autonomous Region. (Xinhua)

A customer tries a new energy vehicle at a car sales center in Liuzhou, south China's Guangxi Zhuang Autonomous Region, July 20, 2023. (Xinhua/Cao Yiming)
When you walk in Liuzhou, you will find the city a paradise for small and lightweight new energy vehicles. This has even become a popular attraction for visitors to the city.

This photo taken on Oct. 16, 2023 shows a parking lot designated to new energy vehicles in Liuzhou, south China's Guangxi Zhuang Autonomous Region. (Xinhua/Cao Yiming)

This photo taken on Oct. 16, 2023 shows a parking lot designated to new energy vehicles in Liuzhou, south China's Guangxi Zhuang Autonomous Region. (Xinhua/Cao Yiming)
Meanwhile, Liuzhou-based automobile manufacturers are making inroads into overseas markets. Indonesia, the biggest economy among ASEAN countries, is a significant partner in the ""Belt and Road"" initiative. Since 2015, SAIC-GM-Wuling has invested 1 billion U.S. dollars in Indonesia to establish an automotive industrial park that serves the Indonesian and Southeast Asian markets.

This aerial photo taken on Aug. 22, 2023 shows the factory of Wuling Motors Indonesia, a subsidiary of the major Chinese automobile manufacturer SAIC-GM-Wuling in Bekasi, Indonesia. (Xinhua/Xu Qin)

People take photos of Wuling Air EVs at Wuling Motors Indonesia, a subsidiary of the major Chinese automobile manufacturer SAIC-GM-Wuling in Bekasi, Indonesia, Aug. 8, 2022. (Xinhua/Xu Qin)
SAIC-GM-Wuling has shared its related technologies, such as vehicle-to-everything, smart voice, and advanced driver assistance systems, with its Indonesian subsidiary. This has helped in the development of the supply chains and created around 8,000 job opportunities in Indonesia.

A staff member works at a car assembly line of Wuling Motors Indonesia, a subsidiary of the major Chinese automobile manufacturer SAIC-GM-Wuling in Bekasi, Indonesia, Feb. 24, 2023. (Xinhua/Xu Qin)

A staff member works at a car assembly line of Wuling Motors Indonesia, a subsidiary of the major Chinese automobile manufacturer SAIC-GM-Wuling in Bekasi, Indonesia, Feb. 24, 2023. (Xinhua/Xu Qin)
Air EV is an electric vehicle produced by SAIC-GM-Wuling for global markets. Its predecessor is the Wuling Hongguang Mini EV, which originated in Liuzhou, Guangxi. This model gained popularity among global users due to its compact and lightweight body, trendy design, and affordable price.
In August 2022, the first Wuling Air EV was made in Indonesia. The Wuling Air EV received a positive response from local consumers upon its introduction due to its competitive pricing for new energy vehicles. Additionally, its performance and appearance are both practical, making it an exceptional car model.

A car owner recharges his Wuling Air EV in Jakarta, Indonesia, Sept. 29, 2023. (Xinhua/Xu Qin)

People attend the launching event of a new Wuling Air EV model at the booth of Wuling at the GAIKINDO Indonesia International Auto Show (GIIAS) 2023 in Tangerang of Banten province, Indonesia, Aug. 14, 2023. (Xinhua/Xu Qin)
During the 43rd ASEAN Summit in Jakarta this September, a total of 150 Wuling Air EV new energy vehicles, which are produced by the Indonesian subsidiary of the Chinese automobile manufacturer SAIC-GM-Wuling, were utilized to transport the delegates. These vehicles, adorned with a unique design showcasing the summit logo and a local cultural pattern, have garnered considerable interest.

Three Wuling Air EVs are seen in front of the venue of the 43rd Association of Southeast Asian Nations (ASEAN) Summit in Jakarta, Indonesia, Sept. 6, 2023. (Xinhua/Xu Qin)

A Wuling Air EV is seen waiting in front of the venue of the 43rd Association of Southeast Asian Nations (ASEAN) Summit in Jakarta, Indonesia, Sept. 6, 2023. (Xinhua/Xu Qin)

This photo taken on Sept. 6, 2023 shows the logo of the 43rd Association of Southeast Asian Nations (ASEAN) Summit on a Wuling Air EV for the summit in Jakarta, Indonesia. (Xinhua/Xu Qin)
This is not the first instance of a Chinese new energy vehicle brand being present at an international conference. In 2022, during the 17th G20 Summit in Bali, Indonesia, 300 Wuling Air EVs were also deployed as official vehicles, offering transportation services for participants.

Wuling Air EVs are pictured at the main venue of the 17th Group of 20 (G20) Summit in Bali, Indonesia, Nov. 12, 2022. These new energy vehicles, all provided by SAIC General Motors Wuling Motor Indonesia, are official vehicles for transit service to delegates and staff members of the 17th Group of 20 (G20) Summit being held in Bali. (Xinhua/Xu Qin)
As the trade and investment cooperation deepens between China and Indonesia, the two countries will continue seeking to achieve greater synergy in green industries including the manufacturing of NEVs.
(Web editor: Tian Yi, Liang Jun)"
"Archaeologists shed insights on historical, contemporary topics in Shanghai forum",2023-12-31,http://en.people.cn/n3/2023/1231/c90000-20116797.html,"Home>>
		
Archaeologists shed insights on historical, contemporary topics in Shanghai forum
 (Xinhua) 17:49, December 31, 2023
SHANGHAI, Dec. 29 (Xinhua) -- A Tang Dynasty (618-907) style hairpin inlaid with turquoise, a Greco-Iranian gold ornament with a mermaid motif, silverware engraved with figures from Greek mythology -- audiences were fascinated by the illustration of these antiques as Han Jianhua delivered his academic report at the 5th Shanghai Archaeology Forum.
Han, a research fellow at the Chinese Academy of Social Sciences (CASS) Institute of Archaeology, highlighted these relics unearthed from a nomadic tribe tomb as evidence of how an unified multi-ethnic Chinese nation was formed in diversity and how civilizations along the ancient Silk Road interacted in history.
Noting the robust cultural exchanges between China and Iran during the Tang Dynasty, Yaghoub Mohammadifar, a professor of archaeology at Bu-Ali Sina University in Iran, said he is keen to take the forum as a new starting point for future cooperation with Chinese counterparts.
The recently-concluded forum was jointly hosted by the CASS and the Shanghai municipal government, and attended by more than 200 scholars from over 40 countries and regions. Since its inception in 2013, the forum has become a key platform for worldwide archaeologists to exchange their ideas.
Christina Warinner, an associate professor at Harvard University, said the forum brings together the world's best archaeologists who research different regions and different periods to share the latest discoveries, exchange good ideas, and inspire each other.
""The forum not only offers a wide and interesting range of topics but also promotes a better understanding among archaeologists worldwide of China's place in world history,"" said Lothar Ledderose, a professor at Heidelberg University in Germany, who has studied Chinese art history for over sixty years.
Koji Mizoguchi, a professor at Kyushu University in Japan, noted that in many ways, Chinese archaeology continues to produce unique contributions that expand the understanding of the diversity in human lifestyle, society, and culture.
In addition to historical topics, archaeologists also weighed in on the value of archaeology in tackling contemporary issues such as climate change.
""Studying climate change requires us to look at the big picture through a microscope. To address the challenges that global climate change presents to everyone around the world, we need to see historically. Archaeology offers us insights that enable us to protect people's future,"" said Judith Bunbury, a geo-archaeologist at the University of Cambridge.
Other archaeologists echoed the view by showcasing archaeological findings of how global climate has changed over the course of history.
The narrative ability of archaeology has the potential to inspire people to take responsible actions to meet the challenges of global climate change and promote consensus and unity on a global scale, said Mizoguchi.
(Web editor: Zhang Kaiwei, Wu Chaolan)"
